product_name,categories_tags,ingredients_text,fat_100g,sugars_100g,proteins_100g
All Butter Sultana Cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:drop-cookies,en:raisin-cookies","Farine de _blé_ contient _Gluten_ (avec Farine de _blé_, Carbonate de calcium, Fer, Niacine, Thiamine) - Sucre - Beurre (_Lait_) - Raisins de Smyrne (17%) - Sirop de glucose - _Lait_ en poudre écrémé - Poudre à lever: E450, Bicarbonate de soude, E503 - Sel.",17.9,34.7,5.5
Pineapple bofrost,,,0.100000001490116,11.6000003814697,0.5
Crespelle,,,5.4,0.0,1.2
All Butter Belgian White Chocolate Chunk Cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits","Morceaux de chocolat blanc (35 %) (Sucre - _Lait_ en poudre entier - Beurre de cacao - _Lait_ en poudre écrémé émulsifiant : lécithine de _soja_, arôme vanille) - Farine de _blé_ (avec Farine de _blé_, Carbonate de calcium, Fer, Niacine, Thiamine) - _Beurre_ (19 %) - Sucre - Fécule de maïs - Poudre à lever: E450, bicarbonate de soude, E5030 - sirop de sucre inverti - sel.",28.0,32.4,6.0
Unsweet Tea,"en:beverages,en:unsweetened-beverages",,0.0,0.0,0.0
Crunchy nuggets carottes-épinards,,,11.6999998092651,4.0,5.40000009536743
All Butter Fruity Flapjack Cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:drop-cookies,en:oatmeal-cookies,en:raisin-cookies","Sucre • Beurre (_Lait_) (15%) • flocons d'_avoine_ (contient du _gluten_) • Farine de _blé_(contient du _gluten_) (avec du _blé_, du carbonate de calcium, du fer, de la niacine, de la thiamine) • Raisins secs (12%) • Noix de coco desséchée (8 %) • Abricots séchés (7 %) (Abricots • Farine de riz • Conservateur: E220 (_Sulfites_)) • Golden syrup (sirop de sucre inverti) • _œufs_ pasteurisés • Agent de levage: Bicarbonate de sodium, E450, E503, sel, Mélasse.",20.5,36.5,5.1
Gianduja noir onctueux,,,41.0,37.0,8.0
British medium eggs,"en:farming-products,en:eggs,en:chicken-eggs",,9.0,0.1,12.6
Pistachio almond cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits","Farine de blé contient Gluten (avec Farine de blé, Carbonate de calcium, Fer, Niacine, Thiamine) • Beurre (Lait) (23%) • Sucre • Eclats de pistaches (14%) • Éclats d'amandes (8%) • Sirop de sucre inverti • Poudre à lever : E450, E503, Bicarbonate de soude • Lait en poudre . Sel.",32.1,20.7,10.7
Café molido  mezcla suave,,,5.6,4.4,9.6
Cranberry & Orange Cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits","_wheatflour_ contains _gluten_ (with _wheatflour_, calcium carbonate, iron, niacin, thiamin), sweetened dried cranberries 29% (sugar, cranberries, antioxidant: citric acid, sunflower oil), sugar, _butter_ 17% (_milk_), glucose syrup, cornflour, dried skimmed _milk_, raising agent: E450, sodium bicarbonate, E503, salt, orange flavouring",15.2,41.2,4.4
Cèpes,,,0.400000005960464,0.5,3.59999990463257
Triple Belgian Chocolaté Chunk Cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits,en:drop-cookies,en:chocolate-chip-cookies,en:cookies-with-milk-chocolate,fr:cookies-au-chocolat-blanc,fr:cookies-au-chocolat-noir",,29.3,34.4,5.6
Cookies Stem Ginger,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits,en:oatmeal-biscuits","Farine de _blé_ contient _Gluten_ (avec Farine de _blé_, Carbonate de calcium, Fer, Niacine, Thiamine) -  Beurre (_Lait_) (23%) - Gingembre confit cristallisé (18%)  (Gingembre conﬁt, Sucre) - Sucre - Flocons d'_avoine_ (contiennent _Gluten_) (12%) - Sirop de sucre inverti - Gingembre moulu - Poudre à lever: E503, Bicarbonate de soude, E450 - _Lait_ en poudre écrémé - Sel",16.0,2.3,1.6
All Butter Reduced Fat Stem Ginger Cookies,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,fr:cookies-au-gingembre","Farine de _blé_ (contient _Gluten_) (avec Farine de _blé_, Carbonate de calcium, Fer, Niacine, Thiamine) - Eau - Fromage mozzarella (_Lait_) (13%) - Sucre - Gingembre confit cristallisé (17%) (Gingembre - Sucre de Canne) - _Beurre_ (_Lait_) (13%) - Flocons d'_avoine_  (contient _Gluten_) - _Avoine_ grossièrement moulue (contient _Gluten_) - Fécule de maïs - _Lait_ en poudre écrémé - Émulsifiant : lécithine de _soja_ - Poudre à lever : E450, bicarbonate de soude, E503 - Sirop de sucre inverti - Gingembre moulu - sel.",13.3,35.7,6.1
Cookies pépites chocolat et noisette,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits","Wheatflour contains Gluten (With Wheatflour, Calcium Carbonate, Iron, Niacin, nut) Thiamin) Dark Chocolate Chips (20%) (Sugar ? Cocoa Butter ? Cocoa Mass ? Emulsifier: Soya Lecithin ? Vanilla llavouri ng) ? Palm Oil ? Sugar ? Roasted Hav!nuts (3%) ? Dried }kimmed Milk ? Golden Syrup (Invert Sugar Syrup) Salt ? Raising Agent: Sodium Bicarbonate, E450, E503 ? Emulsifier: Soya Lecithin ? Vanilla Flavouring. Dark Chocolate contains Cocoa Solids 39% minimum.",25.3,33.4,6.0
Mélange de légumes asiatiques,,,2.79999995231628,3.09999990463257,2.5
Pur jus pomme coing,,,0.5,12.0,0.5
Belgian White Chocolate Chunk Cookies (Reduced Fat),"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits","Wheatflour contains Gluten (With Wheatflour, Calcium Carbonate, Iron, ,Jtab/e Niacin, Thiamin) • White Chocolate Chunks (29%) (Sugar • Dried Whole Milk • Cocoa Butter • Dried Skimmed Milk • Emulsifier: Soya Lecithin • Vanilla Flavouring) • Sugar • Butter (_Milk_) (9%) • Cornflour • Golden Syrup (Invert Sugar Syrup) • Raising Agent: E450, Sodium Bicarbonate, E503 • Emulsifier: Soya Lecithin • Salt • Vanilla Flavouring.",17.8,42.5,5.3
Cafe la estrella mezcla,,,10.6,0.3,10.1
TRIBULUS TERRESTRIS,,,7.37,0.1,14.31
Core Power,,,1.0869565217391,1.207729468599,6.280193236715
Burdock root,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:oatmeal-cookies","Farine de _blé_ contient _gluten_ (avec farine de _blé_, carbonate de calcium, fer, niacine, thiamine), beurre (_lait_) (23 %), gingembre confit cristallisé (18 %) (gingembre confit, sucre), sucre, flocons d'_avoine_ (contiennent _gluten_) (12 %), sirop de sucre inverti, gingembre moulu, poudre à lever : E503, bicarbonate de soude, E450, _lait_ en poudre écrémé, sel.",20.8,31.8,6.1
Udon Thick Noodles,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:pastas,en:noodles,en:udon","Water, wheat flour, salt, modified tapioca starch, wheat gluten, acidity regulator - lactic acid, stabiliser - sodium alginate.",0.1,0.5,4.9
Roasted Salted Pistachio Kernels,,,46.4,7.14,21.4
Smoothie Strawberry & Banana,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies","Jus de pomme - Purée de fraise (26%) - Purée de banane (21 %) • Purée de pomme • Purée de baie de sureau • Correcteur d'acidité : Acide citrique • : Antioxydant : Acide ascorbique,",0.3,10.6,0.9
Cheddar,,,34.9000015258789,0.5,25.3999996185303
Cheddar,,,34.9000015258789,0.5,25.3999996185303
Snickers White,,,28.0,48.5,10.0
craquelins sans gluten,,,15.0,3.3333333333333,3.3333333333333
Baby Rainbow Carrots,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:carrots,en:baby-rainbow-carrots",Baby carrots,0.5,5.6,0.7
Tandoori Naan,,,4.40000009536743,1.60000002384186,8.30000019073486
Coco rallado,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:dried-products,en:fruits,en:dried-plant-based-foods,en:tropical-fruits,en:dried-fruits,en:coconuts,en:grated-coconut",,65.53,7.35,6.88
High protein chocolate pudding,,,1.5,4.0,10.0
Chocolate mousse,,,1.60000002384186,4.0,10.0
Jamón de Teruel (Denominación de Origen Protegida),"en:meats-and-their-products,en:spanish-meat-products,es:jamon-de-teruel",,14.4,0.5,26.9
Kellogg’s. Smacks,,,1.6,34.0,7.1
Cheerios,,,7.89473684210526,5.26315789473684,10.5263157894737
Golden grahms,,,1.0,9.0,1.0
Carottes râpées,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:carrots","Carottes 81%, sauce type vinaigrette (eau, huile de colza, vinaigre d'alcool, MOUTARDE [eau, graines de MOUTARDE, vinaigre d'alcool, sel], sel, épaississants: E415-E412, arômes), conservateur : E202.",3.5,4.5,1.0
Kimchi-Red,en:salted-snacks,"Napa cabbage, water, red pepper, fish sauce (anchovy extract, salt, sugar), garlic, green onion, kosher salt, dark brown sugar, rice flour (glutinous rice flour), ginger.",0.0,3.57,3.57
Aceite coco,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:vegetable-oils,en:fruit-and-fruit-seed-oils,en:coconut-oils",,100.0,0.0,0.0
Seven Up,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:carbonated-drinks,en:fruit-based-beverages,en:artificially-sweetened-beverages,en:sodas,en:diet-beverages,en:fruit-sodas,en:diet-sodas,en:lemon-soft-drinks,en:light-fruit-sodas,en:light-lemon-soft-drinks","LOW CALORIE CARBONATED BEVERAGE WITH SWEETENERS. CONTAINS: CARBONATED WATE NATURAL CITRUS FLAVOR, ACIDULANTS (CITRIC ACID, MALIC ACID),ACIDIITY REGULATO (SODIUM CITRATE), SWEETENERS (ASPARTAME 350mg PER LITER, ACESULFAME K 90m PER LITER), PRESERVATIVE (SODIUM BENZOATE) STORE IN A COOL PLACE",0.0,0.0,0.0
Chocolat Noir Antillais,,,45.0,34.0,8.7
Sparkling Beverage,,"Sparkling water, sugar, citric acid, natural flavor, potassium sorbate (preservatives freshness).",0.0,0.56,0.0
Bubly Sparkling Water Blackberry,,,0.0,0.0,0.0
Ruby Rev Boost,,,0.0,0.0,0.0
Soda,"en:beverages,en:carbonated-drinks,en:sodas","Carbonated water, high fructose corn syrup, orange juice concentrate, citric acid, sodium hexametaphosphate (to protect flavor), sodium benzoate (preserves freshness), natural flavor, caffeine, sodium citrate, gum arabic, calcium disodium edta (to protect",0.0,12.89,0.0
Jamón de Teruel D.O.P.,,,20.0,0.0,30.0
Coeur de Griotte,,,17.28,50.31,3.78
Chocolate Balls,,,23.9,26.3,4.8
Poêlée campagnarde,"en:meals,en:pan-fried-dishes,fr:poelees-campagnardes",,8.30000019073486,1.39999997615814,4.5
Coeur de noisette du piémont,,,40.21,17.57,9.02
Jamon serrano,,,14.4,0.5,26.9
Chorizo,,,23.4,1.9,27.0
Oranges confites enrobes de chocolat noir,,,8.74,63.9,2.54
Sarments de citron confit,"en:snacks,en:sweet-snacks",,10.91,28.58,2.69
Hearty Roots Stew,,,5.1999998092651,5.0,4.0999999046326
Smoky soul chilli,"en:meals,en:vegan-chilli","Chopped Tomatoes [Tomato, Citric Acid], Black Turtle Beans (22%), Sweet Potato, Red Pepper (10%), Water, Coconut Milk [Coconut Extract, Water] (4%), Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin (B3), Thiamin (B1)], Cornmeal, Sunflower Oil, Onion [Onion, Rapeseed Oil], Soya Mince [Soya Flour, Colour: Caramel], Coriander, Brown Sugar, Garlic, Raisins, Tamari (Soya), Flaxseed, Sea Salt, Lemon Juice, Applesauce, Lime Juice, Pepper, Cider Vinegar, Cocoa Powder, Liquid Smoke (0.2%), Chipotle Chilli Flakes (0.1%), Smoked Paprika (0.1%). Raising Agents: Sodium Bicarbonate",4.5,4.0,4.5
Moussaka,,,1.6,4.1,4.5
Super Green Risotto,,,1.1,1.9,3.6
Super green risotto,,,5.5,2.7,4.1
Thai Green Curry,,,5.9,2.1,3.3
Thai Green Curry,,,5.9,2.3,4.1
Teriyaki Udon,,,4.0,3.8,3.8
Rigatoni Bolognaise,,,5.26315789473684,4.3947370428788,6.10526335866828
Rigatoni Bolognese,"en:frozen-foods,en:meals,en:frozen-ready-made-meals","Chopped Tomato [Tomato, Citric Acid], Passata, Rigatoni [Durum _Wheat_ Semolina, Water] (12%), Carrot, Chestnut Mushroom (5%), Button Mushroom (5%), Puy Lentil (5%), Sunblush Tomatoes, Red Wine, Onion [Onion, Rapeseed Oil], _Walnuts_ (2.9%), Garlic, Sunflower Seeds, _Celery_, Sundried Tomato, _Almonds_ (0.8%), Olive Oil, Tomato Paste, Applesauce, Yeast Flakes, Porcini Mushroom Powder, Lemon Juice, Sea Salt, Basil, Oregano, Dried Italian Herbs, Pepper",4.8,3.3,5.6
Rigatoni Carbonara,,,5.9000000953674,2.0,6.0
Mac + Greens,,,5.7,2.1,6.8
Mac Greens,,,5.7,2.1,6.8
Tempeh Rendang curry,,,6.6999998092651,2.5999999046326,3.7999999523163
Rainbow Falafel Mezze,,,4.5,4.2,5.2
Rainbow Falafel Mezzw,,,4.7,3.5,4.6
BBQ Burrito Bowl,,,2.4000000953674,2.7000000476837,4.3000001907349
Lasagne noci,,,4.1,4.1,4.7
Mango + Turmeric chia pot,,,6.0999999046326,6.5,4.9000000953674
Sticky Banofee pudding,,,15.0,19.0,3.0
Chocolate Peanut Fondant,,,25.0,13.0,8.26
Mushroom + Chickpea Korma,,,6.7,4.2,3.8
Protein Power Bowl,,,5.0999999046326,2.5,6.3000001907349
Protein Power Bowl,,,5.1,2.5,6.3
Kale and chickpea daal,,,4.90000009536743,2.5,5.40000009536743
Kale and chickpea daal,,,4.90000009536743,2.5,5.40000009536743
Wild Blueberry Bircher,,,5.00000009731371,5.10204081632653,4.18367337207405
Cocoa Banana Oats,,,4.88372070844783,7.49999977821528,4.70930254736612
Spicy Szechuan Noodles,"en:frozen-foods,en:meals,en:frozen-ready-made-meals","White Cabbage, Brown Rice Noodles (8%) [Brown Rice Flour, Water], Pak Choi (8%), Red Onion, Edamame [Soya] (8%), Chestnut Mushroom (7%), Roasted _Peanuts_ (4%) [Peanuts, Rapeseed Oil, Salt], _Soya_ Mince [_Soya_ Flour, Colour: Caramel] (4%), Water, Tamari [_Soya_ Beans, Water, Salt, Alcohol], Tahini (4%) (_Sesame_), Spring Onion (4%), Garlic, Maple Syrup, Rice Wine Vinegar, Ginger, Red Pepper Flakes, Sunflower Oil, Porcini Mushroom Powder, _Sesame_ Oil (_Soya_), Chilli Flakes, Pepper, Szechuan Pepper (0.1%)",5.3,3.9,5.3
Spicy Szechuan noodles,,,5.3,3.9,5.3
Tofu Saag Paneer,,,5.1,2.3,4.7
Aubergine parmigiana,,,14.9,17.7,13.3
Protein Bolognese Bowl,,,1.0,4.1,5.4
Cheesy Broccoli Gnocchi,,,3.1,2.5,4.2
Creamy potato dauphinoise,,,2.6,0.9,3.9
Tiramisu cheescake,"en:plant-based-foods-and-beverages,en:snacks,en:dairy-substitutes,en:desserts,en:sweet-snacks,en:non-dairy-desserts,en:biscuits-and-cakes,en:cakes,en:cheesecakes","Unsweetened Soya Milk [Water, Soya Beans, Calcium, Natural Flavouring, Stabiliser: Gellan Gum, Vitamins (B2, B12, D2)], Cashew, Maple Syrup, Oats, Coconut Milk, Ground Almonds, Coconut Oil, Dark Chocolate (6%) [Organic Cocoa Mass (67%), Organic Coconut Sugar, Organic Cocoa Butter], Cocoa Powder, Lemon Juice, Vanilla Extract (1.0%), Coffee (0.3%), Sea Salt",26.0,8.5263157894737,9.0526315789474
Lentil + Chutney Chana Bowl,,,3.51,2.6,5.21
Miso & Tamari Tofu Bowl,,,4.9,3.0,5.8
Smoky Corn + Spanish Rice Bowl,"en:frozen-foods,en:meals,en:frozen-ready-made-meals","White Rice (14%), Sweet Potato (13%), Red Onion, Peas (9%), Red Kidney Beans (8%), Red Quinoa, Water, Sweetcorn (6%), Sunblush Tomatoes, Broad Beans (3.8%), Tomato Paste, Tofu (3.3%) [Water, _Soya_ Beans, Nigari], Onions, Garlic, Coriander, Lime Juice, _Almonds_ (0.9%), Sunflower Oil, Olive Oil, Molasses Sugar, Sea Salt, Yeast Flakes, Cumin, Liquid Smoke, Paprika, Tamari [_Soya_], Lemon Juice, Smoked Paprika, White Miso [_Soya_], Chipotle Flakes, Oregano, Pepper.",3.2,4.2,4.3
Peri peri strips + spicy rice,"en:plant-based-foods-and-beverages,en:plant-based-foods",,2.3,3.5,5.6
Korean style rice bowl,,,3.08988764044944,3.08988764044944,4.21348314606742
chicken Katsu curry,,,5.4,3.3,6.9
Truffle Mushroom Orzo,,,3.01,1.6,5.09
Lentil Moussaka,,,4.1,3.0,5.3
Tofu Pad Thai,,,4.8,4.7,5.5
Truffle Mushroom Orzo,,,3.0,1.6,5.1
Portobello mushroom stroganoff,,,3.1,2.3,4.7
Coconut + Ginger Curry,,,4.59999990463257,3.59999990463257,3.40000009536743
Text Mex Rice Bowl,,,2.2,2.5,5.4
Portobello Mushroom Striganoff,,,3.1,0.0,4.7
Creamy Spinach Gnocchi,,,3.3,1.8,4.6
Brown rice +  ‘chorizo’ paella,,,2.09999990463257,3.20000004768372,3.79999995231628
Coconut & ginger curry,,,4.6,3.6,3.4
Loaded bacon Mac and cheese,,,2.6,1.9,5.3
Sticky Banoffee Pudding Sharer,"en:plant-based-foods-and-beverages,en:dairy-substitutes,en:desserts,en:non-dairy-desserts,en:vegan-creamy-puddings",,17.0,22.0,3.3
